Experimental_Interaction	db	publications
"[{'J3KNL2', 'P03496'}, {'Q8WYJ6', 'P03496'}]"	HPIdb;IntAct	{'20064372'}
"[{'Q8WYP5', 'Q8D0N9'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2D2D7U2', 'Q8WYP5'}]"	Manual	{'25788290'}
"[{'P03427', 'Q8WZ42'}]"	HPIdb	{'25464832'}
"[{'Q8WZ64', 'A0A6L8PZH5'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8WZ64', 'Q8ZAS8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92482', 'Q5NGA0'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H3L6J6', 'Q92499'}]"	IntAct	{'30118682'}
"[{'Q92499', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q92499'}]"	HPIdb;IntAct	{'28169297'}
"[{'P05777', 'Q92499'}]"	HPIdb	{'25464832'}
"[{'Q92499', 'P06821'}]"	HPIdb	{'26789921'}
"[{'Q92503', 'Q8ZDX9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92503', 'A0A3N4B5A5'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2WCN0', 'Q92520'}]"	Manual	{'23800426'}
"[{'Q92520', 'P46359'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81TT4', 'Q92522'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q92522'}]"	HPIdb	{'25464832'}
"[{'Q92522', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q92522'}]"	HPIdb;IntAct	{'28169297'}
"[{'Q83D60', 'Q92527'}]"	HPIdb;IntAct	{'29176882'}
"[{'Q92537', 'Q7CHU1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9ZC81', 'Q92538'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92538', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q92539', 'Q81M06'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2U2GXX7', 'Q92540'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W0I2', 'Q92541'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NF60', 'Q92541'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H1G2', 'Q92541'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92546', 'A0A6L8Q0Q2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92547', 'Q5NGC7'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03265', 'Q92547'}]"	HPIdb;IntAct	{'19197236'}
"[{'Q83D60', 'Q92547'}]"	HPIdb;IntAct	{'29176882'}
"[{'P03427', 'Q92552'}]"	HPIdb	{'25464832'}
"[{'Q81LS0', 'Q92556'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92560', 'Q8ZA28'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92563', 'Q81Y46'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03496', 'Q92569'}]"	HPIdb;IntAct	"{'22810585', '28169297'}"
"[{'Q5NID1', 'Q92574'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NF14', 'Q92574'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A384LL56', 'Q92574'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q92574'}]"	HPIdb	{'25464832'}
"[{'A0A6L7GY55', 'Q92574'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HA34', 'Q92574'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6H3AGX8', 'Q92574'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CZT9', 'Q92574'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92575', 'O84952'}]"	Manual	{'31611645'}
"[{'Q92575', 'Q5NEU6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92575', 'Q5NIJ3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92575', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'A0A6L7HLZ2', 'Q92597'}]"	HPIdb;IntAct	{'20711500'}
"[{'P06929', 'Q92597'}]"	HPIdb	{'22898364'}
"[{'Q56061', 'Q92597'}]"	Manual	{'31611645'}
"[{'Q8ZMM8', 'Q92597'}]"	Manual	{'31611645'}
"[{'P03427', 'Q92598'}]"	HPIdb;IntAct	"{'25464832', '30833792'}"
"[{'P03433', 'Q92598'}]"	HPIdb	{'26789921'}
"[{'P15682', 'Q92598'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q92598'}]"	HPIdb	{'26789921'}
"[{'P05777', 'Q92598'}]"	HPIdb	{'25464832'}
"[{'Q8CZU2', 'Q92598'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NHH2', 'Q92604'}]"	IntAct	{'26714771'}
"[{'Q92609', 'A0A6L8NZ01'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q56061', 'Q92609'}]"	Manual	{'31611645'}
"[{'Q7CH40', 'Q92609'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92610', 'Q5NE94'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92610', 'A0A6L7HGW3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92611', 'Q5NF74'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEB4', 'Q92614'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2B6CA75', 'Q92614'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W593', 'Q92614'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2YFT8', 'Q92614'}, {'A0A6B3T1W4', 'Q92614'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HM02', 'Q92614'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92615', 'D0ZIB5'}]"	Manual	{'34237247'}
"[{'Q92615', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q92615'}]"	HPIdb	{'26789921'}
"[{'Q92616', 'Q7ARK4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92616', 'A0A5P8YAI4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92616', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q92616', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q92616', 'A0A0H3LEM1'}]"	IntAct	{'30118682'}
"[{'Q92618', 'Q5NF37'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D0R5', 'Q92619'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92620', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q92620', 'P03508'}]"	HPIdb	{'26789921'}
"[{'Q92620', 'P05777'}]"	HPIdb	{'25464832'}
"[{'A0A5P8YKZ2', 'Q92620'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q6VGT1', 'Q92621'}]"	HPIdb;IntAct	{'25210169'}
"[{'Q92621', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q92621', 'P06821'}]"	HPIdb;IntAct	"{'26789921', '28169297'}"
"[{'Q92624', 'P12848'}]"	HPIdb	{'19637933'}
"[{'Q92624', 'A0A6L8Q050'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92625', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'Q92664', 'A0A6L8PDF2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9F286', 'Q92664'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92664', 'Q8CZL8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92664', 'A0A6L7HL57'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92665', 'P03433'}]"	HPIdb	{'26789921'}
"[{'Q92665', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q92665', 'P03496'}]"	HPIdb	{'26789921'}
"[{'Q92665', 'P03508'}]"	HPIdb	{'26789921'}
"[{'Q92667', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'Q92673', 'Q5NEY3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92673', 'Q8D014'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZBL9', 'Q92685'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92688', 'A0A6L8PXB3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q92688'}]"	HPIdb;IntAct	{'30833792'}
"[{'Q92692', 'Q56061'}]"	Manual	{'31611645'}
"[{'Q92729', 'B0B9M4'}, {'Q92729', 'P0DJI4'}]"	IntAct	{'26118995'}
"[{'Q92734', 'Q8D1J9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81Z75', 'Q92736'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92738', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'Q92743', 'A0A6L7H9D5'}, {'A0A7U4F141', 'Q92743'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92743', 'A0A0H2WCL3'}]"	Manual	{'23800426'}
"[{'A0A6L7H5N1', 'Q92750'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q6KNA9', 'Q92765'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NHZ8', 'Q92766'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92766', 'A0A380PEP4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92766', 'A0A2U2H4G1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7CGI0', 'Q92766'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03433', 'Q92769'}]"	HPIdb	{'26789921'}
"[{'Q7CJM9', 'Q92769'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84952', 'Q92783'}]"	Manual	{'31611645'}
"[{'A0A0H2YF18', 'Q92783'}, {'Q92783', 'A0A6B3T5K9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q56061', 'Q92783'}]"	Manual	{'31611645'}
"[{'Q7ARD3', 'Q92785'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92793', 'A0A380PD11'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2S9PBR0', 'Q92793'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PJX4', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CZX0', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A3N4AZU4', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0J1KLZ7', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W240', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YED3', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9X5X6', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7CJ72', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A380PMW3', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A384KHP8', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9RN24', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YAL1', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZJ18', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92802', 'P69980'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFP9', 'Q92802'}]"	IntAct	{'26714771'}
"[{'Q8ZIL5', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A380PMW6', 'Q92802'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92804', 'A0A6L7HE73'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03496', 'Q92804'}]"	HPIdb;IntAct	{'22810585'}
"[{'Q92804', 'A0A380PNP6'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HGX2', 'Q92804'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92804', 'A0A3N4B521'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1P4', 'Q92804'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q83DF6', 'Q92820'}]"	HPIdb;IntAct	{'29176882'}
"[{'Q5NHZ4', 'Q92823'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92827', 'A0A2U2H0M9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CLV1', 'Q92827'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92827', 'Q8D0N9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92827', 'A0A380PLQ4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D0H6', 'Q92828'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81WA0', 'Q92828'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1L3', 'Q92828'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92831', 'P84040'}]"	IntAct	"{'16322561', '16415179'}"
"[{'Q92835', 'A0A6L8PXL6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92835', 'A0A6L8PKS7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFR9', 'Q92835'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2U2H2S0', 'Q92841'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84951', 'Q92841'}]"	Manual	{'31611645'}
"[{'Q5NGF1', 'Q92841'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0F7RC58', 'Q92841'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q92841'}]"	HPIdb	{'25464832'}
"[{'Q92841', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P05777', 'Q92841'}]"	HPIdb	{'25464832'}
"[{'A0A380PJJ5', 'Q92841'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q56061', 'Q92841'}]"	Manual	{'31611645'}
"[{'Q663J7', 'Q92841'}, {'P68587', 'Q92841'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H3LAM7', 'Q92844'}]"	IntAct	{'30118682'}
"[{'Q7CL81', 'Q92844'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92845', 'A0A6H3AGL8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92845', 'A0A2A8YLN2'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A4Y1WE58', 'Q92851'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZAB3', 'Q92854'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H2I0', 'Q92859'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGF9', 'Q92878'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q92878'}]"	HPIdb;IntAct	{'28611246'}
"[{'P03508', 'Q92879'}]"	HPIdb	{'26789921'}
"[{'Q92882', 'Q8CLT0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92887', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q92888', 'A0A6L7H1G2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92888', 'A0A5P8YDR0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92888', 'Q81QB6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92888', 'Q7DB74'}]"	HPIdb;IntAct	{'20300064'}
"[{'Q92890', 'A0A6L7HBC4'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2U2GXX7', 'Q92896'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7ARD3', 'Q92900'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q92900'}]"	HPIdb	{'25464832'}
"[{'Q92900', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q92900'}]"	HPIdb;IntAct	"{'22810585', '28169297'}"
"[{'P05777', 'Q92900'}]"	HPIdb	{'25464832'}
"[{'A0A0F6AZL3', 'Q9EPU0'}]"	HPIdb;IntAct	{'27822540'}
"[{'Q7CG77', 'Q92902'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2WCN0', 'Q92903'}]"	Manual	{'23800426'}
"[{'Q92903', 'A0A0H2WCL3'}]"	Manual	{'23800426'}
"[{'Q92905', 'O84326'}]"	IntAct	{'26118995'}
"[{'Q92905', 'P06929'}]"	IntAct	{'22898364'}
"[{'Q92905', 'P12520'}]"	HPIdb;IntAct	{'22190034'}
"[{'Q92908', 'O68769'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6H3AKP3', 'Q92918'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92918', 'A0A3Q0PRD7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92918', 'Q5NGV7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92918', 'Q81VT3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGE6', 'Q92922'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92922', 'Q9X2Y7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92922', 'P03508'}]"	HPIdb	{'26789921'}
"[{'Q92922', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q81WF2', 'Q92922'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92922', 'A0A6L7H1C2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5ZSQ4', 'Q92930'}]"	Manual	{'25739981'}
"[{'O84648', 'Q92930'}]"	IntAct	{'26118995'}
"[{'Q92930', 'Q5WXW8'}]"	Manual	{'25739981'}
"[{'Q92942', 'A0A2U2H2N4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92945', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q92945', 'A0A0H3LAS2'}]"	IntAct	{'30118682'}
"[{'Q92945', 'Q8ZAL3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NF50', 'Q92956'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9RI12', 'Q92956'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2P0HHU3', 'Q92966'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03496', 'Q92966'}]"	HPIdb;IntAct	{'23853584'}
"[{'Q81NN0', 'Q92973'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03468', 'Q92973'}]"	HPIdb	{'26789921'}
"[{'A0A0H2WJE4', 'Q92973'}]"	Manual	{'23800426'}
"[{'A0A0F6B1Q8', 'Q92973'}]"	Manual	{'34237247'}
"[{'Q81QL4', 'Q92974'}]"	HPIdb;IntAct	{'20711500'}
"[{'P05777', 'Q92974'}]"	HPIdb	{'25464832'}
"[{'A0A380PGD9', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0F7RGR8', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YHJ0', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PZR0', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D0C8', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81N18', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEP4', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81TZ1', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A380PMW3', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92982', 'A0A3N4B192'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81K83', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2P0HDJ9', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D092', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81TU4', 'Q92982'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q92982', 'Q8ZJ02'}]"	HPIdb;IntAct	{'20711500'}
"[{'P06929', 'Q92985'}]"	IntAct	{'22898364'}
"[{'O84951', 'Q92993'}]"	Manual	{'22213674'}
"[{'Q8D0L8', 'Q92997'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q92997'}]"	IntAct	{'23816991'}
"[{'P03508', 'Q92997'}]"	HPIdb	{'20064372'}
"[{'P06821', 'Q92997'}]"	HPIdb;IntAct	{'20064372'}
"[{'Q92997', 'Q5NF75'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PY36', 'Q93008'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81VT8', 'Q93008'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q93008'}]"	HPIdb	{'25464832'}
"[{'A0A0H3L9I7', 'Q93008'}]"	IntAct	{'30118682'}
"[{'A0A0H2WCN0', 'Q93034'}]"	Manual	{'23800426'}
"[{'Q93034', 'P69722'}]"	HPIdb	"{'16530799', '15574592', '22190034', '16636053'}"
"[{'Q93034', 'A0A3N4B6K1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q62B07', 'Q93034'}]"	Manual	{'23800426'}
"[{'A0A0H2WD43', 'Q93034'}]"	Manual	{'23800426'}
"[{'Q83DF6', 'Q93045'}]"	HPIdb;IntAct	{'29176882'}
"[{'Q93050', 'O84362'}]"	IntAct	{'26118995'}
"[{'Q820B6', 'Q93062'}]"	HPIdb;IntAct	{'29176882'}
"[{'P03427', 'Q93062'}]"	IntAct	{'23816991'}
"[{'Q93062', 'P03508'}]"	HPIdb	{'20064372'}
"[{'Q93062', 'P06821'}]"	HPIdb;IntAct	{'20064372'}
"[{'Q93062', 'Q5NF37'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0E1NSK7', 'Q93063'}, {'A0A5P8YIF2', 'Q93063'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFK7', 'Q93073'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEC5', 'Q93073'}]"	IntAct	{'26714771'}
"[{'Q8D1M8', 'Q93074'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q93074', 'Q7CIZ3'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6M8DG89', 'Q93074'}, {'A0A0B5NM07', 'Q93074'}, {'A0A1T3UZ42', 'Q93074'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W8V3', 'Q93074'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q93074', 'Q8D1C5'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q93074', 'Q8CKM0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZGH4', 'Q93074'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H1C2', 'Q93074'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q93075', 'A0A6L8P1I7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q93086', 'A0A6L7HIP1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q93096', 'Q8XAJ5'}]"	HPIdb;IntAct	{'25519916'}
"[{'Q93100', 'A0A0E1P162'}, {'Q93100', 'A0A6B3SWX8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D087', 'Q95HL4'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0E1NWR6', 'Q969F2'}, {'A0A5P8YBZ1', 'Q969F2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q56061', 'Q969F9'}]"	Manual	{'31611645'}
"[{'P28808', 'Q969G2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q969G3', 'Q5NEB6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q969G3', 'A0A6B3T0M9'}, {'Q969G3', 'A0A0H2YK87'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81VV7', 'Q969G3'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A3Q0PRJ6', 'Q969G6'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2WD43', 'Q969H0'}]"	Manual	{'23800426'}
"[{'A0A6L7H145', 'Q969J2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NHT8', 'Q969J2'}]"	IntAct	{'26714771'}
"[{'Q5NI93', 'Q969R8'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2WHG6', 'Q969S3'}]"	Manual	{'23800426'}
"[{'O84388', 'Q969S3'}]"	IntAct	{'26118995'}
"[{'Q5NES6', 'Q969S9'}]"	IntAct	{'26714771'}
"[{'A0A0H2WCN0', 'Q969T4'}]"	Manual	{'23800426'}
"[{'Q969T4', 'Q99PZ6'}]"	HPIdb;IntAct	{'24446487'}
"[{'A0A0H2WD43', 'Q969T4'}]"	Manual	{'23800426'}
"[{'Q969V3', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q969V3', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q0WJQ7', 'Q969V6'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8Q046', 'Q969X0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q74Q56', 'Q969X0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CWI4', 'Q969X1'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2U2H0V3', 'Q969X1'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PSZ0', 'Q969X1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q969X1', 'Q8D1J9'}]"	HPIdb;IntAct	{'20711500'}
"[{'P06929', 'Q969X2'}]"	HPIdb	{'22898364'}
"[{'Q969X5', 'P03468'}]"	HPIdb	{'26789921'}
"[{'A0A3N4BUB9', 'Q969X6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q969X6', 'Q8ZGX4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P06821', 'Q969Z0'}]"	HPIdb	{'26789921'}
"[{'Q96A33', 'O84952'}]"	Manual	{'31611645'}
"[{'Q96A33', 'O84008'}]"	IntAct	{'26118995'}
"[{'Q96A33', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q96A33', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q96A33', 'P12520'}]"	HPIdb;IntAct	{'22190034'}
"[{'Q7CGS4', 'Q96A37'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q96A37', 'A0A0E1NW79'}, {'Q96A37', 'A0A6B3T265'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q96A37', 'A0A3N4B5H8'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HA16', 'Q96A37'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84952', 'Q96A49'}]"	Manual	{'31611645'}
"[{'A0A0H2WH45', 'Q96A49'}]"	Manual	{'23800426'}
"[{'Q96A54', 'A0A6L7HGG4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7CIA2', 'Q96A57'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A454XXH7', 'Q96A58'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NHN8', 'Q96A61'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NF74', 'Q96A61'}]"	HPIdb;IntAct	{'20711500'}
"[{'P0CL47', 'Q96A65'}]"	HPIdb;IntAct	{'20579884'}
"[{'A0A6L7H1G2', 'Q96A84'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84733', 'Q96AA3'}]"	IntAct	{'26118995'}
"[{'Q96AB3', 'O84951'}]"	Manual	{'31611645'}
"[{'Q96AC1', 'Q56061'}]"	Manual	{'31611645'}
"[{'Q96AC1', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'Q96AD5', 'P06821'}]"	HPIdb	{'26789921'}
"[{'Q81MN9', 'Q96AD5'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W1T2', 'Q96AE4'}]"	HPIdb;IntAct	{'20711500'}
